,MAE
"('BENZE-01', 'N:N-D-02')",0.7353123973894582
"('BENZE-01', 'ETHYL-04')",16.26056890790225
"('BENZE-01', 'PROPI-01')",0.3291259698213279
"('BENZE-01', 'N-OCT-03')",12.662144456228544
"('BENZE-01', '4-FOR-01')",112.52064701671509
"('BENZE-01', 'N-TET-01')",10.309011024280398
"('BENZE-01', 'METHY-04')",0.31439289802495357
"('BENZE-01', 'METHY-05')",1.1405292760524208
"('BENZE-01', 'N-EIC-01')",7.800080135066059
"('BENZE-01', 'N-MET-02')",4.0514916694628464
"('BENZE-01', 'PYRID-02')",0.20881265277702424
"('BENZE-01', 'DIISO-01')",0.9622098563672056
"('BENZE-01', '1-TRA-01')",0.5086726338698689
"('BENZE-01', 'METHY-06')",1.6172151015226126
"('BENZE-01', 'ANILI-01')",3.1495139373467476
"('BENZE-01', '1-PEN-02')",0.656521358171637
"('BENZE-01', 'NITRO-02')",2.406341803311658
"('BENZE-01', 'TERT--01')",0.31146233120221434
"('BENZE-01', 'TETRA-02')",5.6260352226156956
"('BENZE-01', 'TRIET-02')",0.17751183570175677
"('BENZE-01', '2-BUT-01')",0.9412826062495129
"('BENZE-01', 'N-MET-03')",7.340845627021959
"('BENZE-01', 'PHENO-01')",5.148016881239248
"('BENZE-01', 'ISOBU-01')",1.479033673047725
"('BENZE-01', 'METHY-07')",2.9135538454647585
"('BENZE-01', 'ETHYL-05')",0.1361387271661978
"('BENZE-01', 'ETHYL-06')",0.9848488140693166
"('BENZE-01', 'METHY-08')",0.4053371011217054
"('BENZE-01', 'PROPY-02')",5.57422385355269
"('BENZE-01', 'METHY-09')",2.6816186163263183
"('BENZE-01', 'N-BUT-03')",3.1072995430114867
"('BENZE-01', '1-HEX-02')",4.956106741159625
"('BENZE-01', '2-PYR-01')",11.668662668143691
"('BENZE-01', 'N-TRI-01')",14.56459767866464
"('BENZE-01', 'QUINO-01')",2.2198326394323438
"('BENZE-01', 'DIETH-04')",4.372508078321186
"('BENZE-01', 'TRI-N-01')",20.084164131148402
"('BENZE-01', 'CYCLO-04')",1.2948920005764661
"('BENZE-01', '3-MET-01')",0.5628065297270355
"('BENZE-01', 'TRICH-01')",0.12406721327026976
"('BENZE-01', 'CYCLO-05')",0.42787600205474374
"('BENZE-01', 'N-HEX-03')",7.85207457986644
"('BENZE-01', 'TRI-O-01')",36.41378574820667
"('BENZE-01', '1-OCT-03')",6.553470962833253
"('BENZE-01', 'N-HEX-04')",19.479423605557574
"('BENZE-01', 'METHY-10')",1.522000075769269
"('BENZE-01', 'BROMO-01')",0.3734002654900974
"('BENZE-01', 'FURFU-01')",2.9720829288845123
"('BENZE-01', 'CARBO-02')",0.640786178409628
"('BENZE-01', 'TRANS-01')",
"('BENZE-01', 'DIETH-05')",2.9331799401830003
"('BENZE-01', '2-MET-05')",2.6773452882773863
"('BENZE-01', 'N-DOD-01')",2.2566834767448873
"('BENZE-01', 'N-PEN-02')",0.8893434078029588
"('BENZE-01', 'TERT--02')",0.21187888519637516
"('BENZE-01', 'PIMEL-01')",11.689977703597425
"('BENZE-01', 'STYRE-01')",0.29834256458696623
"('BENZE-01', '2:2-D-01')",1.8156282135674995
"('BENZE-01', 'BUTYR-01')",0.736562667195847
"('BENZE-01', 'CYCLO-06')",
"('BENZE-01', '1:6-H-01')",10.24423356700591
"('BENZE-01', 'GLYCE-01')",15.563785926468832
"('BENZE-01', 'BENZO-01')",61.55953271587839
"('BENZE-01', 'SEBAC-01')",8.445279143981956
"('BENZE-01', 'NITRO-03')",1.4450577288023638
"('BENZE-01', 'LACTI-01')",11.82771234466686
"('BENZE-01', 'PHENA-01')",8.211170425007907
"('BENZE-01', '2:3-D-01')",0.7948804224642582
"('BENZE-01', '2-MET-06')",0.6695484600566702
"('BENZE-01', 'STEAR-01')",9.882200491459995
"('BENZE-01', 'BEHEN-01')",16.367884798739684
"('BENZE-01', 'FORMA-01')",120.41498427521142
"('BENZE-01', 'DIBUT-02')",5.275736337335149
"('BENZE-01', 'DODEC-01')",3.716057897062132
"('BENZE-01', 'GAMMA-01')",8.540112272576135
"('BENZE-01', '1:2:2-01')",84.94399878194581
"('BENZE-01', '1-MET-01')",3.4900337876398524
"('BENZE-01', 'FLUOR-01')",0.24690810226931115
"('BENZE-01', 'CYCLO-07')",0.3111556977921648
"('BENZE-01', '1:2-D-02')",0.1807216690591083
"('BENZE-01', 'CIS-1-01')",
"('BENZE-01', 'N-DOT-01')",
"('BENZE-01', 'FURAN')",230.16159295259732
"('BENZE-01', 'BUTYL-01')",1.8109207421132858
"('BENZE-01', 'ACETA-02')",4.515981332595923
