,Solute,Solvent,Solute SMILES,Solvent SMILES,Temp (K),ln gamma,Source
15227,Toluene,2-mercaptoethanol,Cc1ccccc1,OCCS,313.15,1.9878743481543453,Brouwer
15228,Toluene,2-mercaptoethanol,Cc1ccccc1,OCCS,333.15,1.5602476682433286,Brouwer
15229,methylcyclohexane,2-mercaptoethanol,CC1CCCCC1,OCCS,298.15,3.891412051524022,Brouwer
15230,methylcyclohexane,2-mercaptoethanol,CC1CCCCC1,OCCS,313.15,3.493472657771326,Brouwer
15231,methylcyclohexane,2-mercaptoethanol,CC1CCCCC1,OCCS,333.15,3.0666566118906897,Brouwer
15232,methylcyclopentane,2-mercaptoethanol,CC1CCCC1,OCCS,298.15,3.637744041999166,Brouwer
15233,methylcyclopentane,2-mercaptoethanol,CC1CCCC1,OCCS,313.15,3.3568971227655755,Brouwer
15234,methylcyclopentane,2-mercaptoethanol,CC1CCCC1,OCCS,333.15,2.9384209068408773,Brouwer
15235,n-Heptane,2-mercaptoethanol,CCCCCCC,OCCS,298.15,4.513756405351776,Brouwer
15236,n-Heptane,2-mercaptoethanol,CCCCCCC,OCCS,313.15,4.21803603456465,Brouwer
15237,n-Heptane,2-mercaptoethanol,CCCCCCC,OCCS,333.15,3.621456777796502,Brouwer
15238,n-Hexane,2-mercaptoethanol,CCCCCC,OCCS,298.15,4.2511203648260825,Brouwer
15239,n-Hexane,2-mercaptoethanol,CCCCCC,OCCS,313.15,3.914021008090819,Brouwer
15240,n-Hexane,2-mercaptoethanol,CCCCCC,OCCS,333.15,3.424392939265344,Brouwer
15241,"1,2-dichloroethane","cis,cis-9,12-octadecadienoic acid",ClCCCl,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.0468835858988504,Brouwer
15242,"1,2-dichloroethane","cis,cis-9,12-octadecadienoic acid",ClCCCl,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.0554347068881005,Brouwer
15243,"1,2-dichloroethane","cis,cis-9,12-octadecadienoic acid",ClCCCl,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.0535407669280297,Brouwer
15244,"1,2-dichloroethane","cis,cis-9,12-octadecadienoic acid",ClCCCl,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.0788111804242898,Brouwer
15245,"1,2-dichloroethane","cis,cis-9,12-octadecadienoic acid",ClCCCl,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.1061601958283907,Brouwer
15246,1-Butanol,"cis,cis-9,12-octadecadienoic acid",CCCCO,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.171429115627531,Brouwer
15247,1-Butanol,"cis,cis-9,12-octadecadienoic acid",CCCCO,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.1663615372152252,Brouwer
15248,1-Propanol,"cis,cis-9,12-octadecadienoic acid",CCCO,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.2530906276821619,Brouwer
15249,1-Propanol,"cis,cis-9,12-octadecadienoic acid",CCCO,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.216722983511287,Brouwer
15250,1-Propanol,"cis,cis-9,12-octadecadienoic acid",CCCO,CCCCCC=CCC=CCCCCCCCC(=O)O,358.33,0.1988508587451651,Brouwer
15251,1-hexene,"cis,cis-9,12-octadecadienoic acid",C=CCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.5458065926612362,Brouwer
15252,1-hexene,"cis,cis-9,12-octadecadienoic acid",C=CCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.6841064359077962,Brouwer
15253,1-hexene,"cis,cis-9,12-octadecadienoic acid",C=CCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.6946460566836813,Brouwer
15254,1-hexene,"cis,cis-9,12-octadecadienoic acid",C=CCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.8586616190375187,Brouwer
15255,"2,2,4-trimethylpentane","cis,cis-9,12-octadecadienoic acid",CC(C)CC(C)(C)C,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.8895359945653355,Brouwer
15256,"2,2,4-trimethylpentane","cis,cis-9,12-octadecadienoic acid",CC(C)CC(C)(C)C,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,1.0902440389975931,Brouwer
15257,"2,2,4-trimethylpentane","cis,cis-9,12-octadecadienoic acid",CC(C)CC(C)(C)C,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,1.0858647158456072,Brouwer
15258,"2,2,4-trimethylpentane","cis,cis-9,12-octadecadienoic acid",CC(C)CC(C)(C)C,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,1.2897834607390468,Brouwer
15259,2-Butanol,"cis,cis-9,12-octadecadienoic acid",CCC(C)O,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.0852598439508234,Brouwer
15260,2-Butanol,"cis,cis-9,12-octadecadienoic acid",CCC(C)O,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.0962188577405429,Brouwer
15261,2-Butanol,"cis,cis-9,12-octadecadienoic acid",CCC(C)O,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.0953101798043249,Brouwer
15262,2-Propanol,"cis,cis-9,12-octadecadienoic acid",CC(C)O,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.1257512053055602,Brouwer
15263,2-Propanol,"cis,cis-9,12-octadecadienoic acid",CC(C)O,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.1275133202989595,Brouwer
15264,2-Propanol,"cis,cis-9,12-octadecadienoic acid",CC(C)O,CCCCCC=CCC=CCCCCCCCC(=O)O,358.33,0.1195592350576392,Brouwer
15265,Acetone,"cis,cis-9,12-octadecadienoic acid",CC(C)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.1930966299619131,Brouwer
15266,Acetone,"cis,cis-9,12-octadecadienoic acid",CC(C)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.1492817027157544,Brouwer
15267,Acetone,"cis,cis-9,12-octadecadienoic acid",CC(C)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,358.33,0.1248689820458692,Brouwer
15268,Anisole,"cis,cis-9,12-octadecadienoic acid",COc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.216722983511287,Brouwer
15269,Anisole,"cis,cis-9,12-octadecadienoic acid",COc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.2561914053604101,Brouwer
15270,Anisole,"cis,cis-9,12-octadecadienoic acid",COc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.2753564227611439,Brouwer
15271,Anisole,"cis,cis-9,12-octadecadienoic acid",COc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.3140805463063118,Brouwer
15272,Chlorobenzene,"cis,cis-9,12-octadecadienoic acid",Clc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.001998002662673,Brouwer
15273,Chlorobenzene,"cis,cis-9,12-octadecadienoic acid",Clc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,-0.0040080213975388,Brouwer
15274,Chlorobenzene,"cis,cis-9,12-octadecadienoic acid",Clc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.0695260626486103,Brouwer
15275,Chlorobenzene,"cis,cis-9,12-octadecadienoic acid",Clc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.0667236320429081,Brouwer
15276,Chlorobenzene,"cis,cis-9,12-octadecadienoic acid",Clc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.1501426584297194,Brouwer
15277,Chloroform,"cis,cis-9,12-octadecadienoic acid",ClC(Cl)Cl,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,-0.4431669752921758,Brouwer
15278,Chloroform,"cis,cis-9,12-octadecadienoic acid",ClC(Cl)Cl,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,-0.4400565528777834,Brouwer
15279,Chloroform,"cis,cis-9,12-octadecadienoic acid",ClC(Cl)Cl,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,-0.3945251680698299,Brouwer
15280,Chloroform,"cis,cis-9,12-octadecadienoic acid",ClC(Cl)Cl,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,-0.3725140079684785,Brouwer
15281,Chloroform,"cis,cis-9,12-octadecadienoic acid",ClC(Cl)Cl,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,-0.3092462503676215,Brouwer
15282,Cyclohexane,"cis,cis-9,12-octadecadienoic acid",C1CCCCC1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.4007875185570534,Brouwer
15283,Cyclohexane,"cis,cis-9,12-octadecadienoic acid",C1CCCCC1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.3960879462955674,Brouwer
15284,Cyclohexane,"cis,cis-9,12-octadecadienoic acid",C1CCCCC1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.5359084041334539,Brouwer
15285,Cyclohexane,"cis,cis-9,12-octadecadienoic acid",C1CCCCC1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.532978428407124,Brouwer
15286,Cyclohexane,"cis,cis-9,12-octadecadienoic acid",C1CCCCC1,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.7060634058264915,Brouwer
15287,Ethanol,"cis,cis-9,12-octadecadienoic acid",CCO,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.3089542077273207,Brouwer
15288,Ethanol,"cis,cis-9,12-octadecadienoic acid",CCO,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.2004888607494035,Brouwer
15289,Ethanol,"cis,cis-9,12-octadecadienoic acid",CCO,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.2078268472023165,Brouwer
15290,Ethyl acetate,"cis,cis-9,12-octadecadienoic acid",CCOC(C)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.2053868297249507,Brouwer
15291,Ethyl acetate,"cis,cis-9,12-octadecadienoic acid",CCOC(C)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.2366519013390019,Brouwer
15292,Ethyl acetate,"cis,cis-9,12-octadecadienoic acid",CCOC(C)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,358.33,0.108854404912082,Brouwer
15293,Methanol,"cis,cis-9,12-octadecadienoic acid",CO,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.3743183791113276,Brouwer
15294,Methanol,"cis,cis-9,12-octadecadienoic acid",CO,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.2836740510542421,Brouwer
15295,Toluene,"cis,cis-9,12-octadecadienoic acid",Cc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.0925791812930931,Brouwer
15296,Toluene,"cis,cis-9,12-octadecadienoic acid",Cc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.0898407039997895,Brouwer
15297,Toluene,"cis,cis-9,12-octadecadienoic acid",Cc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.1527210870176639,Brouwer
15298,Toluene,"cis,cis-9,12-octadecadienoic acid",Cc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.1756325686431579,Brouwer
15299,Toluene,"cis,cis-9,12-octadecadienoic acid",Cc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.233489843368354,Brouwer
15300,benzyl chloride,"cis,cis-9,12-octadecadienoic acid",ClCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.4259211166755466,Brouwer
15301,benzyl chloride,"cis,cis-9,12-octadecadienoic acid",ClCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.4317824164255378,Brouwer
15302,benzyl chloride,"cis,cis-9,12-octadecadienoic acid",ClCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.4749911707567746,Brouwer
15303,ethylbenzene,"cis,cis-9,12-octadecadienoic acid",CCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.2398039922073169,Brouwer
15304,ethylbenzene,"cis,cis-9,12-octadecadienoic acid",CCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.3096881527143955,Brouwer
15305,ethylbenzene,"cis,cis-9,12-octadecadienoic acid",CCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.302324349188651,Brouwer
15306,ethylbenzene,"cis,cis-9,12-octadecadienoic acid",CCc1ccccc1,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,0.3967606674780181,Brouwer
15307,n-Heptane,"cis,cis-9,12-octadecadienoic acid",CCCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.8424288832756998,Brouwer
15308,n-Heptane,"cis,cis-9,12-octadecadienoic acid",CCCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,1.0064969997603042,Brouwer
15309,n-Heptane,"cis,cis-9,12-octadecadienoic acid",CCCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.9850702472689808,Brouwer
15310,n-Heptane,"cis,cis-9,12-octadecadienoic acid",CCCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,1.173101140658849,Brouwer
15311,n-Hexane,"cis,cis-9,12-octadecadienoic acid",CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,338.28,0.7866375236472842,Brouwer
15312,n-Hexane,"cis,cis-9,12-octadecadienoic acid",CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,348.31,0.9384435365152884,Brouwer
15313,n-Hexane,"cis,cis-9,12-octadecadienoic acid",CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,348.28,0.9258449446789668,Brouwer
15314,n-Hexane,"cis,cis-9,12-octadecadienoic acid",CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,358.3,1.075684784024405,Brouwer
15315,furan,2-pentanol,c1ccoc1,CCCC(C)O,293.2,1.0043016091968684,Brouwer
15316,furan,2-pentanol,c1ccoc1,CCCC(C)O,298.1,0.9745596399981308,Brouwer
15317,furan,2-pentanol,c1ccoc1,CCCC(C)O,303.0,0.9282193027394288,Brouwer
15318,furan,2-pentanol,c1ccoc1,CCCC(C)O,308.0,0.883767540168595,Brouwer
15319,furan,2-pentanol,c1ccoc1,CCCC(C)O,313.1,0.8586616190375187,Brouwer
15320,furan,2-pentanol,c1ccoc1,CCCC(C)O,318.1,0.8197798314933114,Brouwer
15321,furan,2-pentanol,c1ccoc1,CCCC(C)O,323.1,0.7839015438284094,Brouwer
15322,"2,2,4-trimethylhexane",diisopropyl phthalate,CCC(C)CC(C)(C)C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,1.118414915964289,Brouwer
15323,"2,3,3-trimethylhexane",diisopropyl phthalate,CCCC(C)(C)C(C)C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,1.0508216248317612,Brouwer
15324,Benzene,diisopropyl phthalate,c1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,-0.2613647641344075,Brouwer
15325,Benzene,diisopropyl phthalate,c1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,403.15,-0.2876820724517809,Brouwer
15326,Benzene,diisopropyl phthalate,c1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,413.15,-0.3147107448397002,Brouwer
15327,Cyclohexane,diisopropyl phthalate,C1CCCCC1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.4885800148186709,Brouwer
15328,Toluene,diisopropyl phthalate,Cc1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,-0.1053605156578262,Brouwer
15329,Toluene,diisopropyl phthalate,Cc1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,403.15,-0.1278333715098848,Brouwer
15330,Toluene,diisopropyl phthalate,Cc1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,413.15,-0.1508228897345836,Brouwer
15331,"cis-1,2-dimethylcyclohexane",diisopropyl phthalate,CC1CCCCC1C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.6931471805599453,Brouwer
15332,cyclohexene,diisopropyl phthalate,C1=CCCCC1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.3293037471426003,Brouwer
15333,ethylbenzene,diisopropyl phthalate,CCc1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.048790164169432,Brouwer
15334,ethylbenzene,diisopropyl phthalate,CCc1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,403.15,0.0198026272961797,Brouwer
15335,ethylbenzene,diisopropyl phthalate,CCc1ccccc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,413.15,0.0,Brouwer
15336,ethylcyclohexane,diisopropyl phthalate,CCC1CCCCC1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.7561219797213337,Brouwer
15337,m-Xylene,diisopropyl phthalate,Cc1cccc(C)c1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.1397619423751586,Brouwer
15338,m-Xylene,diisopropyl phthalate,Cc1cccc(C)c1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,403.15,0.1133286853070032,Brouwer
15339,m-Xylene,diisopropyl phthalate,Cc1cccc(C)c1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,413.15,0.0861776962410524,Brouwer
15340,methylcyclohexane,diisopropyl phthalate,CC1CCCCC1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.6151856390902335,Brouwer
15341,n-Heptane,diisopropyl phthalate,CCCCCCC,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.9783261227936078,Brouwer
15342,n-Hexane,diisopropyl phthalate,CCCCCC,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.8878912573524571,Brouwer
15343,n-Nonane,diisopropyl phthalate,CCCCCCCCC,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,1.172482137234565,Brouwer
15344,n-Octane,diisopropyl phthalate,CCCCCCCC,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,1.0784095813505905,Brouwer
15345,o-Xylene,diisopropyl phthalate,Cc1ccccc1C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.0582689081239758,Brouwer
15346,o-Xylene,diisopropyl phthalate,Cc1ccccc1C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,403.15,0.0295588022415444,Brouwer
15347,o-Xylene,diisopropyl phthalate,Cc1ccccc1C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,413.15,0.0,Brouwer
15348,p-Xylene,diisopropyl phthalate,Cc1ccc(C)cc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,393.15,0.1133286853070032,Brouwer
15349,p-Xylene,diisopropyl phthalate,Cc1ccc(C)cc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,403.15,0.0769610411361284,Brouwer
15350,p-Xylene,diisopropyl phthalate,Cc1ccc(C)cc1,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,413.15,0.0582689081239758,Brouwer
15351,1-Butanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,2.575661013056465,Brouwer
15352,1-Butanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,2.386006701133118,Brouwer
15353,1-Butanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,2.325324579963535,Brouwer
15354,1-Propanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,2.6354795082673745,Brouwer
15355,1-Propanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,2.503891949699081,Brouwer
15356,1-Propanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,2.3896797998449792,Brouwer
15357,1-Propanol,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCCO,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,2.359910159613315,Brouwer
15358,1-heptene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.7178397931503168,Brouwer
15359,1-heptene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.7030975114131134,Brouwer
15360,1-heptene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.6830968447064438,Brouwer
15361,1-heptene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.6729444732424258,Brouwer
15362,1-hexene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.5596157879354227,Brouwer
15363,1-hexene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.5481214085096876,Brouwer
15364,1-hexene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.5306282510621704,Brouwer
15365,1-hexene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",C=CCCCC,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.5247285289349821,Brouwer
15366,2-Butanone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.5709795465857378,Brouwer
15367,2-Butanone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.5247285289349821,Brouwer
15368,2-Butanone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.494696241836107,Brouwer
15369,2-Butanone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CCC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.4700036292457356,Brouwer
15370,Acetone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.5933268452777344,Brouwer
15371,Acetone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.5538851132264376,Brouwer
15372,Acetone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.5306282510621704,Brouwer
15373,Acetone,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",CC(C)=O,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.5007752879124892,Brouwer
15374,Benzene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",c1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,0.4762341789963717,Brouwer
15375,Benzene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",c1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,0.4510756193602167,Brouwer
15376,Benzene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",c1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.4252677354043441,Brouwer
15377,Benzene,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohexadecane",c1ccccc1,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.4054651081081644,Brouwer
