,Solute,Solvent,Solute SMILES,Solvent SMILES,Temp (K),ln gamma,Source
17176,Tetrachloromethane,n-Methanol,ClC(Cl)(Cl)Cl,CO,313.2,1.9768549529047348,Brouwer
17177,Tetrachloromethane,n-Methanol,ClC(Cl)(Cl)Cl,CO,333.2,1.874874375938561,Brouwer
17178,Toluene,n-Methanol,Cc1ccccc1,CO,308.6,2.272125885509337,Brouwer
17179,Toluene,n-Methanol,Cc1ccccc1,CO,318.5,2.242835088588272,Brouwer
17180,Toluene,n-Methanol,Cc1ccccc1,CO,328.5,2.21375387928743,Brouwer
17181,Toluene,n-Methanol,Cc1ccccc1,CO,337.0,2.186051276738094,Brouwer
17182,Toluene,n-Methanol,Cc1ccccc1,CO,308.15,2.312535423847214,Brouwer
17183,Toluene,n-Methanol,Cc1ccccc1,CO,318.15,2.2793164660546914,Brouwer
17184,Toluene,n-Methanol,Cc1ccccc1,CO,328.15,2.2438960966453663,Brouwer
17185,Toluene,n-Methanol,Cc1ccccc1,CO,337.15,2.2202898502672155,Brouwer
17186,Toluene,n-Methanol,Cc1ccccc1,CO,307.15,2.286049124353946,Brouwer
17187,Toluene,n-Methanol,Cc1ccccc1,CO,298.15,2.272125885509337,Brouwer
17188,dimethoxymethane,n-Methanol,COCOC,CO,298.15,0.68,Brouwer
17189,ethylbenzene,n-Methanol,CCc1ccccc1,CO,308.15,2.5494451709255714,Brouwer
17190,ethylbenzene,n-Methanol,CCc1ccccc1,CO,318.15,2.501435951739211,Brouwer
17191,ethylbenzene,n-Methanol,CCc1ccccc1,CO,328.15,2.468099531471619,Brouwer
17192,ethylbenzene,n-Methanol,CCc1ccccc1,CO,337.15,2.4336133554004498,Brouwer
17193,ethylbenzene,n-Methanol,CCc1ccccc1,CO,298.15,2.511223958105374,Brouwer
17194,ethylcyclohexane,n-Methanol,CCC1CCCCC1,CO,298.15,3.6653549090669792,Brouwer
17195,m-Xylene,n-Methanol,Cc1cccc(C)c1,CO,298.15,2.8570447537800976,Brouwer
17196,methyl tert-butyl ether,n-Methanol,COC(C)(C)C,CO,288.15,1.80005827204275,Brouwer
17197,n-Heptane,n-Methanol,CCCCCCC,CO,298.15,3.559340082758951,Brouwer
17198,n-Heptane,n-Methanol,CCCCCCC,CO,303.15,3.55820113047182,Brouwer
17199,n-Heptane,n-Methanol,CCCCCCC,CO,313.15,3.456316680883235,Brouwer
17200,n-Heptane,n-Methanol,CCCCCCC,CO,298.15,3.56,Brouwer
17201,n-Heptane,n-Methanol,CCCCCCC,CO,298.15,4.268017718062014,Brouwer
17202,n-Heptane,n-Methanol,CCCCCCC,CO,343.15,3.1612467120315646,Brouwer
17203,n-Hexane,n-Methanol,CCCCCC,CO,298.15,3.2538567937634464,Brouwer
17204,n-Hexane,n-Methanol,CCCCCC,CO,303.15,3.254242968705492,Brouwer
17205,n-Hexane,n-Methanol,CCCCCC,CO,313.15,3.157000421150113,Brouwer
17206,n-Hexane,n-Methanol,CCCCCC,CO,298.15,3.3,Brouwer
17207,n-Hexane,n-Methanol,CCCCCC,CO,313.15,3.117064558721516,Brouwer
17208,n-Hexane,n-Methanol,CCCCCC,CO,298.15,3.295836866004329,Brouwer
17209,n-Hexane,n-Methanol,CCCCCC,CO,298.15,3.295836866004329,Brouwer
17210,n-Hexane,n-Methanol,CCCCCC,CO,333.15,2.602689685444384,Brouwer
17211,n-Hexane,n-Methanol,CCCCCC,CO,373.15,2.0149030205422647,Brouwer
17212,n-Hexane,n-Methanol,CCCCCC,CO,298.15,3.827771452980555,Brouwer
17213,n-Hexane,n-Methanol,CCCCCC,CO,308.15,2.3513752571634776,Brouwer
17214,n-Hexane,n-Methanol,CCCCCC,CO,308.15,2.2126603854660587,Brouwer
17215,n-Nonane,n-Methanol,CCCCCCCCC,CO,298.15,4.171151270461866,Brouwer
17216,n-Octane,n-Methanol,CCCCCCCC,CO,298.15,3.8716175907931074,Brouwer
17217,n-Octane,n-Methanol,CCCCCCCC,CO,308.6,3.765840495250065,Brouwer
17218,n-Octane,n-Methanol,CCCCCCCC,CO,318.5,3.681351187693145,Brouwer
17219,n-Octane,n-Methanol,CCCCCCCC,CO,328.5,3.580737295494233,Brouwer
17220,n-Octane,n-Methanol,CCCCCCCC,CO,337.0,3.475067230228611,Brouwer
17221,n-Octane,n-Methanol,CCCCCCCC,CO,298.15,3.88,Brouwer
17222,n-Pentane,n-Methanol,CCCCC,CO,298.15,2.913437030827161,Brouwer
17223,n-Pentane,n-Methanol,CCCCC,CO,303.15,3.0106208860477417,Brouwer
17224,n-Pentane,n-Methanol,CCCCC,CO,313.15,2.917770732084279,Brouwer
17225,n-Pentane,n-Methanol,CCCCC,CO,298.15,3.04,Brouwer
17226,n-Pentane,n-Methanol,CCCCC,CO,298.15,2.970414465569701,Brouwer
17227,n-Pentane,n-Methanol,CCCCC,CO,298.15,3.552486829208381,Brouwer
17228,nitromethane,n-Methanol,C[N+](=O)[O-],CO,308.6,1.6686497720659463,Brouwer
17229,nitromethane,n-Methanol,C[N+](=O)[O-],CO,318.5,1.547562508716013,Brouwer
17230,nitromethane,n-Methanol,C[N+](=O)[O-],CO,328.5,1.4445632692438664,Brouwer
17231,nitromethane,n-Methanol,C[N+](=O)[O-],CO,337.0,1.3428648031925547,Brouwer
17232,o-Xylene,n-Methanol,Cc1ccccc1C,CO,298.15,2.828496354178077,Brouwer
17233,p-Xylene,n-Methanol,Cc1ccc(C)cc1,CO,298.15,2.8015405441895487,Brouwer
17234,triethylamine,n-Methanol,CCN(CC)CC,CO,298.15,-0.1165338162559515,Brouwer
17235,triethylamine,n-Methanol,CCN(CC)CC,CO,298.15,-0.0202027073175194,Brouwer
17236,triethylamine,n-Methanol,CCN(CC)CC,CO,298.15,0.0953101798043249,Brouwer
17237,water,n-Methanol,O,CO,289.15,0.2499999999999999,Brouwer
17238,furan,2-Propanol,c1ccoc1,CC(C)O,292.8,1.1631508098056809,Brouwer
17239,furan,2-Propanol,c1ccoc1,CC(C)O,297.8,1.1600209167967532,Brouwer
17240,furan,2-Propanol,c1ccoc1,CC(C)O,302.7,1.1378330018213911,Brouwer
17241,furan,2-Propanol,c1ccoc1,CC(C)O,308.2,1.118414915964289,Brouwer
17242,furan,2-Propanol,c1ccoc1,CC(C)O,313.1,1.0885619528146082,Brouwer
17243,furan,2-Propanol,c1ccoc1,CC(C)O,318.1,1.0543120297715298,Brouwer
17244,furan,2-Propanol,c1ccoc1,CC(C)O,323.0,0.9932517730102834,Brouwer
17245,"2,3,4-trimethylpentane",2-propanol,CC(C)C(C)C(C)C,CC(C)O,298.15,2.1126345090356,Brouwer
17246,"2,4-dimethylpentane",2-propanol,CC(C)CC(C)C,CC(C)O,298.15,2.005525858729668,Brouwer
17247,"2,5-dimethylhexane",2-propanol,CC(C)CCC(C)C,CC(C)O,298.15,2.169053700369523,Brouwer
17248,2-methylpentane,2-propanol,CCCC(C)C,CC(C)O,298.15,1.8702625307159984,Brouwer
17249,Cycloheptane,2-propanol,C1CCCCCC1,CC(C)O,308.15,1.912501086924184,Brouwer
17250,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,298.15,1.786746927404511,Brouwer
17251,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,313.1,1.6389967146756448,Brouwer
17252,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,320.9,1.623340817603092,Brouwer
17253,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,331.6,1.556037135706985,Brouwer
17254,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,343.2,1.5539252025038417,Brouwer
17255,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,354.8,1.5151272329628591,Brouwer
17256,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,323.15,1.7578579175523736,Brouwer
17257,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,333.15,1.7047480922384253,Brouwer
17258,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,308.15,1.7227665977411035,Brouwer
17259,Cyclopentane,2-propanol,C1CCCC1,CC(C)O,308.15,1.5238800240724537,Brouwer
17260,Ethyl acetate,2-propanol,CCOC(C)=O,CC(C)O,288.15,1.2669476034873244,Brouwer
17261,Tetrachloromethane,2-propanol,ClC(Cl)(Cl)Cl,CC(C)O,354.7,1.2267122912954254,Brouwer
17262,Tetrachloromethane,2-propanol,ClC(Cl)(Cl)Cl,CC(C)O,354.7,1.2267122912954254,Brouwer
17263,Toluene,2-propanol,Cc1ccccc1,CC(C)O,313.2,1.603419840108537,Brouwer
17264,Toluene,2-propanol,Cc1ccccc1,CC(C)O,321.0,1.5390154481375546,Brouwer
17265,Toluene,2-propanol,Cc1ccccc1,CC(C)O,331.6,1.4678743481123135,Brouwer
17266,Toluene,2-propanol,Cc1ccccc1,CC(C)O,343.1,1.4060969884160703,Brouwer
17267,Toluene,2-propanol,Cc1ccccc1,CC(C)O,354.7,1.289232648276759,Brouwer
17268,ethylcyclohexane,2-propanol,CCC1CCCCC1,CC(C)O,298.15,2.113842968397168,Brouwer
17269,methylcyclohexane,2-propanol,CC1CCCCC1,CC(C)O,323.8,1.7950872593207297,Brouwer
17270,methylcyclohexane,2-propanol,CC1CCCCC1,CC(C)O,332.7,1.7578579175523736,Brouwer
17271,methylcyclohexane,2-propanol,CC1CCCCC1,CC(C)O,343.7,1.6974487897568136,Brouwer
17272,methylcyclohexane,2-propanol,CC1CCCCC1,CC(C)O,354.6,1.6409365794934714,Brouwer
17273,n-Heptane,2-propanol,CCCCCCC,CC(C)O,298.15,2.074428999856292,Brouwer
17274,n-Heptane,2-propanol,CCCCCCC,CC(C)O,323.8,1.864080130807681,Brouwer
17275,n-Heptane,2-propanol,CCCCCCC,CC(C)O,332.7,1.837369980480108,Brouwer
17276,n-Heptane,2-propanol,CCCCCCC,CC(C)O,343.7,1.7749523509116738,Brouwer
17277,n-Heptane,2-propanol,CCCCCCC,CC(C)O,354.6,1.7404661748405046,Brouwer
17278,n-Heptane,2-propanol,CCCCCCC,CC(C)O,308.15,2.1400661634962708,Brouwer
17279,n-Hexane,2-propanol,CCCCCC,CC(C)O,298.15,1.87640694328834,Brouwer
17280,n-Hexane,2-propanol,CCCCCC,CC(C)O,323.8,1.7369512327330598,Brouwer
17281,n-Hexane,2-propanol,CCCCCC,CC(C)O,332.7,1.7011051009599245,Brouwer
17282,n-Hexane,2-propanol,CCCCCC,CC(C)O,343.7,1.6544112780768316,Brouwer
17283,n-Hexane,2-propanol,CCCCCC,CC(C)O,354.6,1.631199404215613,Brouwer
17284,n-Hexane,2-propanol,CCCCCC,CC(C)O,323.15,2.066862759472976,Brouwer
17285,n-Hexane,2-propanol,CCCCCC,CC(C)O,333.15,2.028148247292285,Brouwer
17286,n-Hexane,2-propanol,CCCCCC,CC(C)O,343.15,1.9459101490553128,Brouwer
17287,n-Hexane,2-propanol,CCCCCC,CC(C)O,308.15,2.0014800002101243,Brouwer
17288,n-Nonane,2-propanol,CCCCCCCCC,CC(C)O,298.15,2.3841650799864684,Brouwer
17289,n-Octane,2-propanol,CCCCCCCC,CC(C)O,298.15,2.26176309847379,Brouwer
17290,n-Octane,2-propanol,CCCCCCCC,CC(C)O,308.15,2.2965670206684825,Brouwer
17291,n-Pentane,2-propanol,CCCCC,CC(C)O,298.15,1.6845453849209058,Brouwer
17292,n-Pentane,2-propanol,CCCCC,CC(C)O,308.15,1.8594181177018696,Brouwer
17293,water,2-propanol,O,CC(C)O,288.15,1.7439688053917064,Brouwer
17294,water,2-propanol,O,CC(C)O,318.35,1.252762968495368,Brouwer
17295,water,2-propanol,O,CC(C)O,328.15,1.220829921392359,Brouwer
17296,water,2-propanol,O,CC(C)O,337.95,1.0986122886681098,Brouwer
17297,Benzene,isopropanol,c1ccccc1,CC(C)O,298.15,1.5040773967762742,Brouwer
17298,Isopropylbenzene,isopropanol,CC(C)c1ccccc1,CC(C)O,298.15,1.9459101490553128,Brouwer
17299,Propylbenzene,isopropanol,CCCc1ccccc1,CC(C)O,298.15,1.9459101490553128,Brouwer
17300,Toluene,isopropanol,Cc1ccccc1,CC(C)O,298.15,1.667706820558076,Brouwer
17301,butylbenzene,isopropanol,CCCCc1ccccc1,CC(C)O,298.15,2.1400661634962708,Brouwer
17302,ethylbenzene,isopropanol,CCc1ccccc1,CC(C)O,298.15,1.824549292051046,Brouwer
17303,tert-butylbenzene,isopropanol,CC(C)(C)c1ccccc1,CC(C)O,298.15,1.9878743481543453,Brouwer
17304,"1,1,2,2-tetrachloro-1,2-difluoroethane",Acetone,FC(Cl)(Cl)C(F)(Cl)Cl,CC(C)=O,327.15,0.7466879474879751,Brouwer
17305,"1,1,2,2-tetrachloro-1,2-difluoroethane",Acetone,FC(Cl)(Cl)C(F)(Cl)Cl,CC(C)=O,317.15,0.7490548124982414,Brouwer
17306,"1,1,2,2-tetrachloro-1,2-difluoroethane",Acetone,FC(Cl)(Cl)C(F)(Cl)Cl,CC(C)=O,307.15,0.7793248768009977,Brouwer
17307,Benzene,Acetone,c1ccccc1,CC(C)=O,298.15,0.5306282510621704,Brouwer
17308,Benzene,Acetone,c1ccccc1,CC(C)=O,333.15,0.4700036292457356,Brouwer
17309,Benzene,Acetone,c1ccccc1,CC(C)=O,373.15,0.4054651081081644,Brouwer
17310,Cyclohexane,Acetone,C1CCCCC1,CC(C)=O,308.15,1.7526720805200082,Brouwer
17311,Cyclopentane,Acetone,C1CCCC1,CC(C)=O,308.15,1.4929040961781488,Brouwer
17312,Methanol,Acetone,CO,CC(C)=O,313.15,0.6418538861723947,Brouwer
17313,Methanol,Acetone,CO,CC(C)=O,323.15,0.5877866649021191,Brouwer
17314,Methanol,Acetone,CO,CC(C)=O,333.15,0.5481214085096876,Brouwer
17315,methylcyclopentane,Acetone,CC1CCCC1,CC(C)=O,308.15,1.7263316639055997,Brouwer
17316,n-Heptane,Acetone,CCCCCCC,CC(C)=O,313.15,1.8484548129046,Brouwer
17317,n-Heptane,Acetone,CCCCCCC,CC(C)=O,323.15,1.81319474994812,Brouwer
17318,n-Heptane,Acetone,CCCCCCC,CC(C)=O,333.15,1.776645831418007,Brouwer
17319,n-Hexane,Acetone,CCCCCC,CC(C)=O,308.15,1.871802176901592,Brouwer
17320,n-Hexane,Acetone,CCCCCC,CC(C)=O,298.15,1.871802176901592,Brouwer
17321,n-Hexane,Acetone,CCCCCC,CC(C)=O,333.15,1.62924053973028,Brouwer
17322,n-Hexane,Acetone,CCCCCC,CC(C)=O,373.15,1.5040773967762742,Brouwer
17323,n-Pentane,Acetone,CCCCC,CC(C)=O,308.15,1.665818245870208,Brouwer
17324,"2,3,4-trimethylpentane",acetone,CC(C)C(C)C(C)C,CC(C)=O,298.15,2.1644717908644115,Brouwer
17325,"2,4-dimethylpentane",acetone,CC(C)CC(C)C,CC(C)=O,298.15,2.0373166153791646,Brouwer
17326,"2,5-dimethylhexane",acetone,CC(C)CCC(C)C,CC(C)=O,298.15,2.238579763018133,Brouwer
17327,2-Butanone,acetone,CCC(C)=O,CC(C)=O,298.3,0.0582689081239758,Brouwer
17328,2-Butanone,acetone,CCC(C)=O,CC(C)=O,308.2,0.0953101798043249,Brouwer
17329,2-Butanone,acetone,CCC(C)=O,CC(C)=O,318.3,0.048790164169432,Brouwer
17330,2-Butanone,acetone,CCC(C)=O,CC(C)=O,328.5,0.0953101798043249,Brouwer
